,Usage,Idiom,SenenceNo,Location,Sentence,SentenceBefore,SentenceAfter
10,L,blow_smoke,199,C/CE/CEM,"[('as', 'CJS'), ('pungent', 'AJ0'), ('smoke', 'NN1'), ('be', 'VBD'), ('blow', 'VVN'), ('into', 'PRP'), ('she', 'DPS'), ('face', 'NN1'), (',', 'PUN'), ('diana', 'NP0'), (""'s"", 'POS'), ('eye', 'NN2'), ('go', 'VVD'), ('red', 'AJ0-NN1'), ('and', 'CJC'), ('watery', 'AJ0'), ('.', 'PUN')]","[('charles', 'NP0'), ('then', 'AV0'), ('drop', 'VVD'), ('incense', 'NN1'), ('into', 'PRP'), ('a', 'AT0'), ('smoldering', 'AJ0'), ('urn', 'NN1-VVB'), ('in', 'PRP'), ('a', 'AT0'), ('traditional', 'AJ0'), ('korean', 'AJ0'), ('ceremony', 'NN1'), ('.', 'PUN')]","[('‘', 'PUQ'), ('she', 'PNP'), ('look', 'VVD'), ('on', 'PRP'), ('the', 'AT0'), ('verge', 'NN1'), ('of', 'PRF'), ('tear', 'NN2'), (',', 'PUN'), ('’', 'PUQ'), ('say', 'VVD'), ('one', 'CRD'), ('observer', 'NN1'), ('.', 'PUN')]"
11,L,blow_smoke,863,C/CG/CG5,"[('no', 'AT0'), ('draught', 'AJ0-NN1'), ('cowl', 'NN1-NP0'), ('prevent', 'VVB'), ('downdraught', 'NN1-VVB'), ('from', 'PRP'), ('blow', 'VVG'), ('smoke', 'VVB-NN1'), ('back', 'AVP'), ('into', 'PRP'), ('the', 'AT0'), ('room', 'NN1'), ('with', 'PRP'), ('the', 'AT0'), ('new', 'AJ0'), ('eurocowl', 'NN1'), ('.', 'PUN')]","[('exterior', 'AJ0'), ('terminal', 'NN1'), ('of', 'PRF'), ('balanced', 'AJ0'), ('flue', 'NN1'), ('appliance', 'NN1'), (':', 'PUN'), ('4in', 'NN0'), ('diameter', 'NN1')]","[('suitable', 'AJ0'), ('for', 'PRP'), ('all', 'DT0'), ('solid', 'AJ0'), ('fuel', 'NN2'), ('and', 'CJC'), ('gas', 'NN1'), (',', 'PUN'), ('it', 'PNP'), ('meet', 'VVZ'), ('bs', 'NP0'), ('715', 'CRD'), ('and', 'CJC'), ('have', 'VHZ'), ('be', 'VBN'), ('certify', 'VVN'), ('by', 'PRP'), ('british', 'AJ0'), ('gas', 'NN1')]"
12,Q,blow_smoke,118,C/CH/CH9,"[('this', 'DT0'), ('one', 'PNI'), ('be', 'VBZ'), ('blow', 'VVG'), ('smoke', 'NN1-VVB'), ('!', 'PUN')]","[('‘', 'PUQ'), ('mummy', 'NN1'), ('say', 'VVD'), ('the', 'AT0'), ('spittler', 'NN1-NP0'), ('blow', 'NN2-VVZ'), ('smoke', 'VVB-NN1'), ('when', 'CJS'), ('it', 'PNP'), ('chase', 'VVZ'), ('you', 'PNP'), ('.', 'PUN')]","[('it', 'PNP'), ('be', 'VBZ'), ('the', 'AT0'), ('terrible', 'AJ0'), ('bloodsuckling', 'NP0'), ('toothpluckling', 'NP0'), ('stonechuckling', 'NP0'), ('spittler', 'NP0-NN1'), ('!', 'PUN')]"
13,Q,blow_smoke,260,C/CH/CH9,"[('‘', 'PUQ'), ('why', 'AVQ'), ('do', 'VDZ'), ('he', 'PNP'), ('blow', 'VVI'), ('out', 'AVP'), ('all', 'DT0'), ('that', 'DT0'), ('smoke', 'NN1'), ('?', 'PUN'), ('’', 'PUQ')]","[('he', 'DPS'), ('nose', 'NN1'), ('tell', 'VVZ'), ('he', 'PNP'), ('exactly', 'AV0'), ('where', 'AVQ'), ('to', 'TO0'), ('go', 'VVI'), ('.', 'PUN'), ('’', 'PUQ')]","[('little', 'AV0-AJ0'), ('billy', 'NP0'), ('ask', 'VVD'), ('.', 'PUN')]"
14,L,blow_smoke,277,C/CH/CH9,"[('if', 'CJS'), ('you', 'PNP'), ('be', 'VBB'), ('behind', 'PRP'), ('he', 'PNP'), ('you', 'PNP'), ('can', 'VM0'), ('sometimes', 'AV0'), ('catch', 'VVI'), ('a', 'AT0'), ('glimpse', 'NN1'), ('of', 'PRF'), ('little', 'AJ0'), ('bit', 'NN2'), ('of', 'PRF'), ('he', 'PNP'), ('because', 'CJS'), ('all', 'DT0'), ('the', 'AT0'), ('smoke', 'NN1'), ('be', 'VBZ'), ('be', 'VBG'), ('blow', 'VVN'), ('out', 'AVP'), ('in', 'PRP'), ('the', 'AT0'), ('front', 'NN1'), ('.', 'PUN')]","[('‘', 'PUQ'), ('he', 'PNP'), ('make', 'VVZ'), ('so', 'AV0'), ('much', 'DT0'), ('steam', 'NN1'), ('and', 'CJC'), ('smoke', 'VVB'), ('you', 'PNP'), ('can', 'VM0'), ('never', 'AV0'), ('see', 'VVI'), ('he', 'PNP'), ('.', 'PUN')]","[('some', 'DT0'), ('minpin', 'NN2'), ('say', 'VVB'), ('they', 'PNP'), ('have', 'VHB'), ('see', 'VVN'), ('he', 'DPS'), ('back', 'AJ0'), ('leg', 'NN2'), (',', 'PUN'), ('huge', 'AJ0'), ('and', 'CJC'), ('black', 'AJ0'), ('and', 'CJC'), ('very', 'AV0'), ('hairy', 'AJ0'), (',', 'PUN'), ('shape', 'VVN-VVD'), ('like', 'PRP'), ('lion', 'NN2'), (""'"", 'POS'), ('leg', 'NN2'), ('but', 'CJC'), ('ten', 'CRD'), ('time', 'NN2'), ('as', 'AV0'), ('big', 'AJ0'), ('.', 'PUN')]"
15,Q,blow_smoke,281,C/CH/CH9,"[('mind', 'VVB'), ('you', 'PNP'), (',', 'PUN'), ('he', 'PNP'), ('must', 'VM0'), ('have', 'VHI'), ('gigantic', 'AJ0'), ('nose-hole', 'NN2'), ('to', 'TO0'), ('be', 'VBI'), ('able', 'AJ0'), ('to', 'TO0'), ('blow', 'VVI'), ('out', 'AVP'), ('all', 'DT0'), ('that', 'DT0'), ('smoke', 'NN1'), ('.', 'PUN'), ('’', 'PUQ')]","[('but', 'CJC'), ('nobody', 'PNI'), ('really', 'AV0'), ('know', 'VVZ'), ('.', 'PUN')]","[('they', 'PNP'), ('stay', 'VVD'), ('still', 'AV0'), (',', 'PUN'), ('listen', 'VVG-NN1'), (',', 'PUN'), ('and', 'CJC'), ('they', 'PNP'), ('could', 'VM0'), ('hear', 'VVI'), ('the', 'AT0'), ('gruncher', 'NN1'), ('paw', 'VVG'), ('the', 'AT0'), ('ground', 'NN1'), ('at', 'PRP'), ('the', 'AT0'), ('base', 'NN1'), ('of', 'PRF'), ('the', 'AT0'), ('tree', 'NN1'), ('with', 'PRP'), ('he', 'DPS'), ('giant', 'AJ0-NN1'), ('hoof', 'NN2'), ('and', 'CJC'), ('snort', 'VVG'), ('with', 'PRP'), ('greed', 'NN1'), ('.', 'PUN')]"
16,L,blow_smoke,964,C/CJ/CJA,"[('dodger', 'NP0-NN1'), ('sigh', 'VVD'), ('and', 'CJC'), ('blow', 'VVD'), ('smoke', 'NN1-VVB'), ('all', 'AV0'), ('over', 'PRP'), ('we', 'PNP')]","[('‘', 'PUQ'), ('that', 'DT0'), ('be', 'VBZ'), ('right', 'AJ0'), (',', 'PUN'), ('’', 'PUQ'), ('i', 'PNP'), ('say', 'VVD'), ('.', 'PUN')]","[('‘', 'PUQ'), ('so', 'CJS'), ('you', 'PNP'), ('be', 'VBB'), ('go', 'VVG'), ('solo', 'AV0'), ('now', 'AV0'), (',', 'PUN'), ('’', 'PUQ'), ('say', 'VVD'), ('the', 'AT0'), ('victim', 'NN1'), (',', 'PUN'), ('fumble', 'VVG'), ('for', 'PRP'), ('she', 'PNP'), ('smoke', 'VVZ'), ('again', 'AV0'), ('.', 'PUN')]"
17,L,blow_smoke,1410,C/CL/CLD,"[('he', 'PNP'), ('blow', 'VVD'), ('the', 'AT0'), ('smoke', 'NN1'), ('to', 'PRP'), ('the', 'AT0'), ('ceiling', 'NN1'), ('.', 'PUN')]","[('the', 'AT0'), ('colonel', 'NN1'), ('light', 'VVD'), ('he', 'DPS'), ('cigarette', 'NN1'), ('.', 'PUN')]","[('‘', 'PUQ'), ('then', 'AV0'), ('you', 'PNP'), ('have', 'VHB'), ('more', 'AV0'), ('than', 'CJS'), ('one', 'CRD'), ('problem', 'NN1'), (',', 'PUN'), ('dr', 'NP0'), ('tariq', 'NP0'), ('.', 'PUN'), ('’', 'PUQ')]"
18,L,blow_smoke,1362,C/CL/CLG,"[('if', 'CJS'), ('you', 'PNP'), ('be', 'VBB'), ('trap', 'VVN'), ('upstairs', 'AV0'), ('by', 'PRP'), ('a', 'AT0'), ('fire', 'NN1'), (',', 'PUN'), ('get', 'VVB'), ('everyone', 'PNI'), ('into', 'PRP'), ('the', 'AT0'), ('‘', 'PUQ'), ('escape', 'NN1'), ('room', 'NN1'), ('’', 'PUQ'), (',', 'PUN'), ('close', 'VVB'), ('the', 'AT0'), ('door', 'NN1'), ('and', 'CJC'), ('block', 'VVB-NN1'), ('any', 'DT0'), ('gap', 'NN2'), ('round', 'PRP'), ('it', 'PNP'), ('with', 'PRP'), ('item', 'NN2'), ('of', 'PRF'), ('clothing', 'NN1'), ('or', 'CJC'), ('bedding', 'NN1'), ('(', 'PUL'), ('dampen', 'VVN'), (',', 'PUN'), ('if', 'CJS'), ('possible', 'AJ0'), (')', 'PUR'), ('to', 'TO0'), ('keep', 'VVI'), ('smoke', 'VVB-NN1'), ('out', 'AVP'), ('.', 'PUN')]","[('since', 'CJS'), ('fire', 'NN2'), ('often', 'AV0'), ('start', 'VVB'), ('at', 'PRP'), ('night', 'NN1'), (',', 'PUN'), ('and', 'CJC'), ('most', 'DT0'), ('home', 'NN2'), ('only', 'AV0'), ('have', 'VHB'), ('one', 'CRD'), ('flight', 'NN1'), ('of', 'PRF'), ('stairs', 'NN2'), (',', 'PUN'), ('which', 'DTQ'), ('may', 'VM0'), ('well', 'AV0'), ('be', 'VBI'), ('unusable', 'AJ0'), (',', 'PUN'), ('it', 'PNP'), ('pay', 'VVZ'), ('to', 'TO0'), ('work', 'VVI'), ('out', 'AVP'), ('in', 'PRP'), ('advance', 'AJ0-NN1'), ('possible', 'AJ0'), ('escape', 'NN1'), ('route', 'NN2'), ('from', 'PRP'), ('upstairs', 'NN1'), ('window', 'NN2'), ('—', 'PUN'), ('ideally', 'AV0'), ('one', 'PNI-CRD'), ('lead', 'VVG-AJ0'), ('on', 'AVP'), ('to', 'PRP'), ('a', 'AT0'), ('flat', 'AJ0'), ('roof', 'NN1'), (',', 'PUN'), ('otherwise', 'AV0'), ('one', 'CRD'), ('with', 'PRP'), ('a', 'AT0'), ('flowerbed', 'AJ0'), ('or', 'CJC'), ('grass', 'NN1-VVB'), ('below', 'AV0'), (',', 'PUN'), ('rather', 'AV0'), ('than', 'CJS'), ('a', 'AT0'), ('hard', 'AJ0'), ('surface', 'NN1'), ('.', 'PUN')]","[('then', 'AV0'), ('open', 'VVB'), ('the', 'AT0'), ('window', 'NN1'), ('and', 'CJC'), ('call', 'VVB-NN1'), ('for', 'PRP'), ('help', 'NN1'), ('.', 'PUN')]"
19,L,blow_smoke,548,C/CR/CR6,"[('he', 'PNP'), ('pull', 'VVD'), ('deeply', 'AV0'), ('on', 'PRP'), ('the', 'AT0'), ('cigarette', 'NN1'), ('and', 'CJC'), ('blow', 'VVD'), ('the', 'AT0'), ('smoke', 'NN1'), ('into', 'PRP'), ('tommy', 'NP0'), (""'s"", 'POS'), ('face', 'NN1'), ('.', 'PUN')]","[('take', 'VVG'), ('out', 'AVP'), ('he', 'DPS'), ('pack', 'NN1'), ('of', 'PRF'), ('strand', 'NN2'), (',', 'PUN'), ('michael', 'NP0'), ('light', 'VVD'), ('one', 'PNI'), ('slowly', 'AV0'), ('.', 'PUN')]","[('‘', 'PUQ'), ('you', 'PNP'), ('have', 'VHB'), ('make', 'VVN'), ('i', 'PNP'), ('very', 'AV0'), ('cross', 'AJ0'), ('.', 'PUN'), ('’', 'PUQ')]"
20,L,blow_smoke,650,E/EC/ECK,"[('philpott', 'NP0'), ('exhale', 'VVD'), (',', 'PUN'), ('blow', 'VVG'), ('the', 'AT0'), ('smoke', 'NN1'), ('upwards', 'AV0'), ('.', 'PUN')]","[('where', 'AVQ'), ('be', 'VBB'), ('we', 'PNP'), ('go', 'VVG'), ('?', 'PUN'), ('’', 'PUQ')]","[('‘', 'PUQ'), ('strasbourg', 'NP0'), ('’', 'PUQ'), ('.', 'PUN')]"
21,L,blow_smoke,1693,E/EE/EEW,"[('‘', 'PUQ'), ('yes', 'ITJ'), ('indeed', 'AV0'), (',', 'PUN'), ('’', 'PUQ'), ('madame', 'NN1'), ('sigh', 'VVD'), (',', 'PUN'), ('light', 'VVG'), ('a', 'AT0'), ('fresh', 'AJ0'), ('cigarette', 'NN1'), ('and', 'CJC'), ('blow', 'VVG'), ('the', 'AT0'), ('smoke', 'NN1'), ('out', 'AVP'), ('of', 'PRF'), ('the', 'AT0'), ('side', 'NN1'), ('of', 'PRF'), ('she', 'DPS'), ('mouth', 'NN1'), (',', 'PUN'), ('‘', 'PUQ'), ('yes', 'ITJ'), (',', 'PUN'), ('you', 'PNP'), ('do', 'VDD'), ('very', 'AV0'), ('well', 'AV0'), ('indeed', 'AV0'), ('.', 'PUN'), ('’', 'PUQ')]","[('and', 'CJC'), ('obviously', 'AV0'), ('she', 'PNP'), ('have', 'VHD'), ('do', 'VDN'), ('more', 'AV0'), ('than', 'CJS'), ('hold', 'VVB'), ('she', 'DPS'), ('own', 'DT0'), ('.', 'PUN')]","[('‘', 'PUQ'), ('why', 'AVQ'), ('?', 'PUN'), ('’', 'PUQ')]"
